Company Name,Model Name,Mobile Weight(gm),RAM(GB),Front Camera(MP),Back Camera(MP),Processor,Battery Capacity(mAh),Screen Size(inches),Launched Year
16,733,146.0,2.0,5,13,162,2300.0,5.5,2014
16,725,153.0,1.0,5,13,109,2000.0,5.0,2014
13,170,189.0,6.0,16,24,168,4000.0,6.0,2016
13,168,143.0,4.0,8,16,163,2600.0,5.2,2016
13,222,490.0,1.5,2,5,207,5000.0,10.1,2016
13,223,360.0,1.5,2,5,113,5000.0,8.0,2016
16,698,168.0,4.0,8,13,167,3000.0,5.5,2016
0,897,174.0,3.0,7,24,0,2716.0,5.8,2017
0,896,174.0,3.0,7,24,0,2716.0,5.8,2017
13,179,181.0,3.0,13,13,31,3600.0,5.5,2017
13,169,165.0,4.0,16,16,164,3300.0,5.7,2017
8,446,162.0,6.0,16,36,198,3300.0,6.01,2017
8,445,155.0,8.0,16,36,198,3300.0,5.5,2017
16,746,199.0,6.0,28,16,168,4000.0,5.88,2017
16,702,158.0,4.0,28,16,164,3055.0,5.5,2017
16,792,155.0,3.0,16,13,153,3000.0,5.5,2017
0,903,177.0,4.0,7,24,1,2658.0,5.8,2018
0,901,177.0,4.0,7,24,1,2658.0,5.8,2018
0,902,177.0,4.0,7,24,1,2658.0,5.8,2018
0,906,208.0,4.0,7,24,1,3174.0,6.5,2018
0,904,208.0,4.0,7,24,1,3174.0,6.5,2018
0,905,208.0,4.0,7,24,1,3174.0,6.5,2018
0,900,194.0,3.0,7,24,1,2942.0,6.1,2018
0,898,194.0,3.0,7,24,1,2942.0,6.1,2018
0,899,194.0,3.0,7,24,1,2942.0,6.1,2018
13,180,191.0,4.0,16,21,155,3500.0,6.0,2018
13,178,178.0,4.0,8,18,152,3300.0,6.0,2018
13,177,175.0,2.0,5,13,30,3000.0,5.5,2018
8,448,185.0,10.0,16,36,199,3700.0,6.41,2018
8,447,177.0,6.0,16,36,199,3300.0,6.28,2018
16,799,162.0,6.0,12,16,180,3315.0,6.3,2018
16,703,150.0,4.0,24,16,165,3260.0,6.3,2018
16,795,146.0,3.0,5,13,104,3260.0,6.22,2018
16,796,163.0,4.0,20,15,154,4030.0,6.22,2018
16,713,156.0,6.0,12,12,118,3200.0,6.28,2018
16,714,156.0,4.0,12,12,118,3200.0,6.28,2018
5,800,210.0,6.0,16,16,180,3350.0,6.39,2018
0,829,194.0,4.0,12,24,3,3110.0,6.1,2019
0,827,194.0,4.0,12,24,3,3110.0,6.1,2019
0,828,194.0,4.0,12,24,3,3110.0,6.1,2019
0,832,188.0,4.0,16,36,3,3046.0,5.8,2019
0,830,188.0,4.0,16,36,3,3046.0,5.8,2019
0,831,188.0,4.0,16,36,3,3046.0,5.8,2019
0,835,226.0,4.0,16,36,3,3969.0,6.5,2019
0,833,226.0,4.0,16,36,3,3969.0,6.5,2019
0,834,226.0,4.0,16,36,3,3969.0,6.5,2019
0,815,300.5,3.0,7,8,1,5124.0,7.9,2019
0,814,300.5,3.0,7,8,1,5124.0,7.9,2019
13,191,196.0,12.0,10,28,35,4300.0,6.8,2019
13,192,196.0,12.0,10,28,35,4300.0,6.8,2019
13,190,168.0,8.0,10,28,35,3500.0,6.3,2019
13,189,168.0,8.0,10,28,35,3500.0,6.3,2019
8,449,206.0,12.0,16,56,200,4000.0,6.67,2019
8,451,206.0,12.0,16,56,200,4085.0,6.67,2019
16,682,201.0,8.0,32,48,120,4100.0,6.44,2019
16,683,201.0,8.0,32,48,120,4100.0,6.44,2019
16,647,185.0,6.0,32,48,107,4500.0,6.38,2019
16,648,185.0,6.0,32,48,107,4500.0,6.38,2019
16,779,190.0,3.0,8,13,114,5000.0,6.35,2019
16,780,190.0,3.0,8,13,114,5000.0,6.35,2019
16,678,190.0,6.0,32,48,108,4000.0,6.53,2019
16,679,190.0,6.0,32,48,108,4000.0,6.53,2019
16,715,190.0,8.0,32,48,130,4000.0,6.39,2019
16,716,190.0,8.0,32,48,130,4000.0,6.39,2019
16,798,159.0,4.0,16,16,131,4500.0,6.53,2019
16,797,159.0,6.0,16,16,131,4500.0,6.53,2019
16,680,185.0,6.0,32,48,120,3700.0,6.39,2019
16,681,185.0,6.0,32,48,120,3700.0,6.39,2019
16,722,199.0,8.0,32,64,146,4200.0,6.44,2019
16,723,199.0,8.0,32,64,146,4200.0,6.44,2019
9,620,181.0,8.0,32,76,10,4025.0,6.4,2019
9,621,181.0,12.0,32,76,10,4025.0,6.4,2019
9,622,171.0,12.0,32,71,185,4025.0,6.5,2019
5,281,172.0,4.0,16,13,166,4050.0,6.22,2019
5,57,172.0,3.0,5,13,41,4000.0,6.09,2019
5,280,164.0,4.0,16,16,180,4050.0,6.3,2019
5,279,164.0,6.0,16,16,180,4050.0,6.3,2019
5,801,185.0,6.0,32,48,200,4000.0,6.39,2019
5,802,185.0,8.0,32,48,200,4000.0,6.39,2019
1,544,147.0,4.0,8,14,170,3000.0,5.6,2019
1,545,167.0,4.0,8,14,170,3700.0,6.0,2019
1,546,162.0,6.0,8,14,200,2800.0,5.7,2019
1,547,193.0,6.0,8,14,200,3700.0,6.3,2019
0,847,135.0,4.0,12,12,4,2227.0,5.4,2020
0,845,135.0,4.0,12,12,4,2227.0,5.4,2020
0,846,135.0,4.0,12,12,4,2227.0,5.4,2020
0,838,164.0,4.0,12,24,4,2815.0,6.1,2020
0,836,164.0,4.0,12,24,4,2815.0,6.1,2020
0,837,164.0,4.0,12,24,4,2815.0,6.1,2020
0,839,189.0,6.0,16,36,4,2815.0,6.1,2020
0,840,189.0,6.0,16,36,4,2815.0,6.1,2020
0,841,189.0,6.0,16,36,4,2815.0,6.1,2020
0,842,228.0,6.0,16,36,4,3687.0,6.7,2020
0,843,228.0,6.0,16,36,4,3687.0,6.7,2020
0,844,228.0,6.0,16,36,4,3687.0,6.7,2020
0,813,458.0,4.0,12,12,4,7608.0,10.9,2020
0,812,458.0,4.0,12,12,4,7608.0,10.9,2020
0,811,490.0,3.0,12,8,3,8612.0,10.2,2020
0,810,490.0,3.0,12,8,3,8612.0,10.2,2020
0,816,468.0,4.0,7,22,2,7812.0,11.0,2020
0,817,468.0,4.0,7,22,2,7812.0,11.0,2020
0,818,468.0,6.0,7,22,2,7812.0,11.0,2020
0,819,682.0,6.0,7,22,2,9720.0,12.9,2020
0,820,682.0,6.0,7,22,2,9720.0,12.9,2020
0,821,682.0,6.0,7,22,2,9720.0,12.9,2020
0,822,708.0,6.0,7,22,2,10307.0,13.0,2020
0,824,708.0,6.0,7,22,2,10307.0,13.0,2020
0,826,708.0,6.0,7,22,2,10307.0,13.0,2020
0,823,708.0,6.0,7,22,2,10307.0,13.0,2020
0,825,708.0,6.0,7,22,2,10307.0,13.0,2020
13,195,208.0,12.0,10,120,36,4500.0,6.9,2020
13,196,208.0,12.0,10,120,36,4500.0,6.9,2020
13,193,192.0,8.0,10,120,36,4300.0,6.7,2020
13,194,192.0,8.0,10,120,36,4300.0,6.7,2020
13,233,172.0,4.0,5,16,32,3000.0,5.3,2020
13,231,229.0,12.0,10,120,204,4500.0,7.6,2020
13,219,426.0,4.0,5,13,34,5050.0,8.0,2020
8,475,185.0,4.0,8,15,115,5000.0,6.52,2020
8,457,188.0,12.0,16,64,202,4500.0,6.55,2020
8,456,188.0,12.0,16,64,202,4500.0,6.55,2020
8,453,199.0,12.0,16,96,202,4510.0,6.78,2020
8,452,180.0,8.0,16,64,202,4300.0,6.55,2020
8,463,184.0,6.0,16,53,185,4115.0,6.44,2020
8,474,185.0,4.0,8,15,115,5000.0,6.52,2020
8,473,190.0,6.0,16,72,123,4300.0,6.49,2020
8,455,192.0,8.0,16,53,202,4300.0,6.55,2020
8,450,190.0,6.0,16,53,200,3700.0,6.41,2020
8,478,190.0,8.0,32,72,185,4000.0,6.44,2020
8,454,199.0,12.0,16,56,202,4510.0,6.78,2020
8,458,188.0,12.0,16,64,202,4500.0,6.55,2020
16,684,176.0,8.0,32,48,131,4500.0,6.44,2020
16,685,176.0,8.0,32,48,131,4500.0,6.44,2020
16,782,191.0,3.0,8,13,106,5000.0,6.51,2020
16,781,191.0,4.0,8,13,106,5000.0,6.51,2020
16,786,193.0,4.0,8,13,106,5000.0,6.47,2020
16,787,193.0,3.0,8,13,106,5000.0,6.47,2020
16,686,173.0,8.0,44,64,133,4000.0,6.44,2020
16,687,173.0,8.0,44,64,133,4000.0,6.44,2020
9,626,180.0,8.0,32,76,185,4300.0,6.43,2020
9,627,180.0,12.0,32,76,185,4300.0,6.43,2020
9,628,173.0,8.0,32,76,9,4350.0,6.55,2020
9,629,173.0,12.0,32,76,9,4350.0,6.55,2020
9,630,184.0,12.0,32,81,202,4500.0,6.55,2020
9,623,183.0,8.0,32,60,185,4000.0,6.43,2020
9,624,183.0,8.0,32,60,185,4000.0,6.43,2020
9,625,172.0,12.0,32,73,185,4000.0,6.55,2020
9,49,175.0,4.0,8,20,64,4040.0,6.5,2020
9,48,184.0,4.0,8,24,64,4000.0,6.5,2020
9,47,186.0,4.0,8,17,60,4000.0,6.5,2020
9,46,185.0,4.0,8,15,60,4000.0,6.5,2020
9,43,185.0,4.0,8,15,60,4000.0,6.5,2020
9,297,194.0,6.0,16,60,64,5000.0,6.5,2020
9,295,180.0,8.0,32,60,133,4025.0,6.4,2020
9,296,180.0,8.0,32,60,133,4025.0,6.4,2020
9,297,194.0,6.0,16,60,64,5000.0,6.5,2020
9,295,180.0,8.0,32,60,133,4025.0,6.4,2020
1,548,143.0,6.0,8,14,182,3140.0,5.8,2020
1,549,168.0,6.0,8,14,185,3885.0,6.2,2020
1,550,151.0,8.0,8,14,185,4080.0,6.0,2020
4,247,195.0,3.0,8,13,90,5000.0,6.6,2020
4,653,195.0,2.0,5,8,88,5000.0,6.1,2020
4,413,210.0,6.0,8,48,97,5200.0,6.78,2020
4,247,195.0,3.0,8,13,90,5000.0,6.6,2020
4,412,210.0,6.0,16,64,97,5200.0,6.95,2020
4,808,210.0,8.0,16,48,100,4500.0,6.85,2020
4,246,204.0,4.0,8,16,96,5200.0,6.78,2020
4,807,205.0,8.0,48,64,100,4500.0,6.85,2020
4,652,195.0,3.0,8,13,88,5000.0,6.6,2020
2,34,175.0,4.0,8,48,43,3750.0,6.5,2020
2,15,185.0,8.0,32,40,48,4000.0,6.53,2020
2,16,190.0,8.0,32,50,49,4000.0,6.57,2020
2,17,192.0,12.0,32,50,49,4000.0,6.57,2020
2,18,190.0,6.0,16,64,44,4000.0,6.5,2020
2,704,203.0,6.0,16,40,44,4300.0,6.63,2020
2,705,227.0,8.0,8,48,69,5000.0,7.09,2020
2,565,213.0,6.0,16,64,69,4300.0,6.81,2020
2,566,213.0,8.0,32,40,49,4200.0,6.57,2020
2,0,206.0,4.0,8,48,42,5000.0,6.67,2020
2,512,460.0,4.0,2,5,119,5100.0,10.1,2020
2,534,460.0,3.0,2,5,111,5100.0,9.7,2020
10,106,219.0,6.0,20,64,202,4700.0,6.67,2020
10,307,209.0,4.0,16,48,181,5000.0,6.67,2020
10,718,215.0,6.0,20,64,183,5160.0,6.67,2020
10,308,198.0,4.0,8,48,169,6000.0,6.53,2020
0,857,140.0,4.0,12,12,5,2438.0,5.4,2021
0,858,140.0,4.0,12,12,5,2438.0,5.4,2021
0,859,140.0,4.0,12,12,5,2438.0,5.4,2021
0,848,174.0,4.0,12,24,5,3240.0,6.1,2021
0,849,174.0,4.0,12,24,5,3240.0,6.1,2021
0,850,174.0,4.0,12,24,5,3240.0,6.1,2021
0,851,204.0,6.0,16,36,5,3095.0,6.1,2021
0,852,204.0,6.0,16,36,5,3095.0,6.1,2021
0,853,204.0,6.0,16,36,5,3095.0,6.1,2021
0,854,238.0,6.0,16,36,5,4352.0,6.7,2021
0,855,238.0,6.0,16,36,5,4352.0,6.7,2021
0,856,238.0,6.0,16,36,5,4352.0,6.7,2021
13,232,228.0,12.0,10,120,204,4500.0,7.6,2021
13,215,366.0,3.0,2,8,105,5100.0,8.7,2021
8,460,192.0,12.0,16,98,204,4500.0,6.7,2021
8,459,183.0,8.0,16,98,204,4500.0,6.55,2021
8,464,190.0,8.0,32,58,55,4500.0,6.43,2021
8,476,189.0,4.0,16,15,157,5000.0,6.49,2021
8,462,192.0,8.0,16,98,204,4500.0,6.55,2021
8,461,189.0,8.0,16,53,203,4500.0,6.55,2021
8,472,170.0,6.0,16,72,184,4500.0,6.43,2021
8,465,189.0,8.0,32,58,55,4500.0,6.43,2021
16,690,172.0,8.0,50,64,102,4050.0,6.44,2021
16,691,172.0,8.0,50,64,102,4050.0,6.44,2021
16,788,182.0,8.0,16,50,97,5000.0,6.58,2021
16,789,182.0,4.0,16,50,97,5000.0,6.58,2021
16,737,190.0,12.0,32,48,147,4200.0,6.56,2021
16,738,190.0,12.0,32,48,147,4200.0,6.56,2021
16,793,179.0,8.0,16,50,60,5000.0,6.58,2021
16,794,179.0,8.0,16,50,60,5000.0,6.58,2021
16,790,190.0,6.0,16,64,97,5000.0,6.58,2021
16,791,190.0,6.0,16,64,97,5000.0,6.58,2021
16,742,185.0,8.0,32,50,54,4450.0,6.56,2021
16,743,185.0,8.0,32,50,54,4450.0,6.56,2021
16,784,182.0,4.0,8,13,106,5000.0,6.51,2021
16,785,182.0,4.0,8,13,106,5000.0,6.51,2021
9,636,173.0,8.0,32,74,20,4500.0,6.4,2021
9,637,173.0,12.0,32,74,20,4500.0,6.4,2021
9,638,180.0,12.0,32,60,12,4500.0,6.55,2021
9,631,182.0,8.0,32,74,20,4300.0,6.43,2021
9,632,182.0,12.0,32,74,20,4300.0,6.43,2021
9,633,177.0,8.0,32,76,12,4500.0,6.55,2021
9,634,177.0,12.0,32,76,12,4500.0,6.55,2021
9,635,188.0,12.0,32,81,203,4500.0,6.55,2021
9,52,189.0,6.0,8,15,60,5000.0,6.5,2021
9,51,186.0,6.0,8,17,60,5000.0,6.5,2021
9,50,190.0,6.0,16,60,116,5000.0,6.5,2021
9,302,194.0,6.0,16,68,75,5000.0,6.5,2021
9,303,194.0,8.0,16,68,75,5000.0,6.5,2021
9,300,180.0,8.0,16,74,54,4500.0,6.43,2021
9,301,180.0,12.0,16,74,54,4500.0,6.43,2021
9,298,172.0,8.0,32,74,134,4300.0,6.43,2021
9,299,172.0,8.0,32,74,134,4300.0,6.43,2021
9,302,194.0,6.0,16,68,75,5000.0,6.5,2021
9,303,194.0,8.0,16,68,75,5000.0,6.5,2021
9,300,180.0,8.0,16,74,54,4500.0,6.43,2021
9,301,180.0,12.0,16,74,54,4500.0,6.43,2021
9,298,172.0,8.0,32,74,134,4300.0,6.43,2021
9,299,172.0,8.0,32,74,134,4300.0,6.43,2021
12,513,440.0,4.0,8,8,97,7100.0,10.4,2021
12,499,440.0,6.0,8,8,97,7100.0,10.4,2021
5,292,200.0,6.0,16,64,169,5000.0,6.8,2021
5,290,190.0,2.0,5,13,209,5000.0,6.52,2021
5,291,200.0,4.0,8,48,156,5000.0,6.5,2021
3,492,181.0,8.0,13,50,205,4100.0,6.5,2021
3,494,195.0,8.0,13,50,205,4360.0,6.6,2021
3,493,190.0,8.0,17,40,205,4000.0,6.5,2021
3,339,188.0,8.0,13,64,50,4200.0,6.5,2021
3,348,295.0,8.0,16,50,45,4500.0,6.5,2021
3,426,175.0,8.0,32,50,187,4300.0,6.57,2021
3,427,186.0,8.0,32,50,187,4000.0,6.72,2021
7,140,197.0,4.0,8,48,86,5050.0,6.52,2021
7,139,197.0,4.0,8,48,86,5050.0,6.52,2021
1,551,183.0,6.0,8,14,185,4680.0,6.34,2021
1,552,207.0,8.0,8,50,37,4614.0,6.4,2021
1,553,210.0,12.0,12,50,37,5003.0,6.71,2021
4,251,205.0,4.0,8,48,96,5000.0,6.82,2021
4,249,211.0,6.0,8,48,98,6000.0,6.82,2021
4,250,211.0,6.0,8,48,98,6000.0,6.82,2021
4,248,207.0,4.0,8,13,92,6000.0,6.82,2021
4,252,201.0,4.0,8,13,96,5200.0,6.6,2021
4,253,209.0,4.0,8,13,93,6000.0,6.82,2021
4,254,205.0,6.0,8,50,99,5000.0,6.78,2021
2,700,189.0,8.0,16,50,51,4000.0,6.72,2021
2,19,175.0,8.0,32,108,135,4300.0,6.57,2021
2,20,187.0,8.0,32,108,135,4000.0,6.72,2021
2,21,191.0,8.0,16,108,81,4000.0,6.78,2021
2,706,192.0,6.0,16,64,81,4300.0,6.67,2021
2,707,179.0,6.0,16,64,60,4000.0,6.6,2021
2,567,179.0,8.0,16,64,72,3800.0,6.53,2021
2,568,191.0,6.0,8,13,211,5000.0,6.5,2021
2,321,202.0,8.0,13,50,148,4600.0,6.76,2021
2,322,213.0,8.0,13,50,149,4600.0,6.76,2021
2,323,236.0,12.0,13,50,149,4600.0,6.76,2021
2,22,179.0,8.0,32,108,135,4800.0,6.67,2021
2,23,192.0,8.0,50,108,136,4800.0,6.78,2021
2,24,191.0,8.0,16,64,81,4300.0,6.67,2021
2,720,189.0,6.0,16,48,124,4800.0,6.81,2021
2,724,175.0,6.0,16,48,75,4000.0,6.7,2021
2,721,228.0,8.0,8,64,81,5000.0,7.09,2021
2,514,460.0,4.0,2,5,97,5100.0,10.1,2021
2,674,480.0,6.0,8,13,69,7250.0,10.4,2021
2,675,485.0,8.0,8,13,57,7250.0,11.0,2021
10,113,196.0,6.0,20,48,203,4520.0,6.67,2021
10,719,215.0,6.0,20,48,201,5160.0,6.67,2021
10,309,190.0,4.0,8,48,60,5000.0,6.5,2021
10,114,205.0,6.0,16,64,54,5065.0,6.67,2021
10,717,193.0,6.0,16,64,53,5000.0,6.6,2021
10,311,195.0,4.0,16,50,75,5000.0,6.6,2021
0,860,172.0,6.0,12,24,5,3200.0,6.1,2022
0,861,172.0,6.0,12,24,5,3200.0,6.1,2022
0,862,172.0,6.0,12,24,5,3200.0,6.1,2022
0,863,203.0,6.0,12,24,5,4325.0,6.7,2022
0,864,203.0,6.0,12,24,5,4325.0,6.7,2022
0,865,203.0,6.0,12,24,5,4325.0,6.7,2022
0,866,206.0,6.0,16,60,6,4200.0,6.1,2022
0,867,206.0,8.0,16,60,6,4200.0,6.1,2022
0,868,206.0,8.0,16,60,6,4200.0,6.1,2022
0,869,221.0,6.0,16,60,6,4500.0,6.7,2022
0,870,221.0,8.0,16,60,6,4500.0,6.7,2022
0,871,221.0,8.0,16,60,6,4500.0,6.7,2022
13,199,228.0,12.0,10,120,28,5000.0,6.8,2022
13,200,228.0,12.0,10,120,28,5000.0,6.8,2022
13,201,195.0,8.0,10,62,28,4500.0,6.6,2022
13,202,195.0,8.0,10,62,28,4500.0,6.6,2022
13,197,167.0,8.0,10,62,28,3800.0,6.1,2022
13,198,167.0,8.0,10,62,28,3800.0,6.1,2022
